,Unnamed: 0,id,image,hint,trans,problem,correct_answer,answer,label
166,1286,671000b7fa1611067826dcf4,https://ucarecdn.com/9e14e8b4-81cd-45a5-8708-918a3dbbb6a3/,"Double-check your subtraction and rounding steps, as a tiny error in the final digit might have caused your answer to be slightly off.","4.881
- 2.45
= 2.430","""Klassen skall mäta skillnad i omkrets mellan en isrink och en fotbollsplan. Fotbollsplanen har {{g}} km omkrets och den isrinken har {{e}} km i omkrets. Hur stor skillnad är det i omkrets? ✍️ Ställ upp din uträkning och svar i km.\n\n""","[""2.431mi""]","[""2.430""]","[9, 10, 11, 12, 13, 14]"
167,1287,670cc37b9b70025613179080,https://ucarecdn.com/17bb6941-3ee7-4f71-903b-dd9d2d0083f8/,Remember to adjust the fractions to have the same denominator before subtracting them.,4/6 - 1/3 = 3/3,"""Visa hur du löser uppgiften.\n\n${\\Large\\frac{4}{6}}-{\\Large\\frac{1}{3}}=$""","[""[1/3]""]","[""[3/3]""]","[8, 9, 10]"
168,1295,670eb2a18be681736b283de6,https://ucarecdn.com/b80ef9c5-d866-4a1f-9dd8-acd4e88bc83e/,Take another look at your rounding in the final step to ensure it matches your previous calculations.,4 - 3 = 1 + 7 = 8 + 3 = 11 ≈ 10,"""Vilken uppskattning är bäst?\n\n$3{,}9-2{,}8+6{,}9+3{,}2 \\approx$""","[""11""]","[""10""]","[8, 9]"
169,1308,670f7ef18c9e894e08870b52,https://ucarecdn.com/a6606db8-331c-4b4e-9619-83882e595520/,"Remember to record the missing number, not the sum of the numbers.",8 + 2 = 10,"""Skriv talet som fattas.\n\n$\\underline{\\hspace{0.5cm}} + 2 =10$""","[""8""]","[""10""]","[7, 8]"
170,1310,670cd14860f176750e05b47f,https://ucarecdn.com/91a1685c-c3b8-4895-b95f-972cdebe506c/,Remember to add the extra cost per day to the basic rate before multiplying by the number of days.,1 * 5 = 500.,"""Elin ska hyra en bil för $1\\ 000$ kr per dag. Hon bestämmer sig för att hyra lyxversionen av bilen, som kostar 200 kr extra per dag. Vad kostar det att hyra bilen i 5 dagar?"". Problem image: En tecknad bild av en bil.","[""6000kr""]","[""5000""]","[0, 1, 2]"
171,1314,670eb97f41923a88034a80e9,https://ucarecdn.com/5a82720d-61c5-4525-b45f-041fd69c05f6/,Check if you combined the terms correctly without changing the sign of x.,(1+x)+1=2-x,"""Skriv uttrycket utan parentes och förenkla sedan. \n\n$(1+x) + 1  =$""","[""x+2""]","[""2-x""]","[6, 7, 8]"
172,1328,670f7cafeb5afe8d5f06f43f,https://ucarecdn.com/74d5412d-981b-4e2d-b748-b6fd0d156d7a/,Check your work to ensure you divide the full distance by 3 without any extra subtraction.,$\frac{18}{6}-3$,"""Matilda ska cykla en sträcka som är $18$ km lång.\n\nNär Matilda cyklat en tredjedel av sträckan stannar hon och köper en glass. Hur långt har Matilda cyklat då?""","[""6km""]","[""Matildaharcyklat6km""]","[0, 1, 2]"
173,1335,670fa3d9937d76225e503dea,https://ucarecdn.com/baf0941c-74a0-4dc5-a5f6-dcf22aa3ea67/,Double-check if you moved the decimal point correctly when multiplying by 100.,"0,356 * 100 = 356","""$0{,}356\\cdot100=$""","[""35,6""]","[""356""]","[7, 8, 9]"
174,1340,670f913c937d76225e4a7d2d,https://ucarecdn.com/bfa61d03-cd78-46cc-a581-7ed35f6cc3ba/,Maybe review how to use her finish position to find the number of people behind Lisa instead of dividing her start position.,"8 + 4 = 12
8/2 = 4
","""Lisa står i kön till maten på skolan. Hon står som åttonde elev framifrån och som elfte elev bakifrån. \n\nHur många elever står i kön?""","[""18""]","[""12""]","[17, 18]"
175,1354,670fdf559d9c6081aae28151,https://ucarecdn.com/471172a7-78ee-4df8-95e9-e378850bc6bc/,Check if you changed the sign correctly when subtracting the negative number.,-10 - -5 = -15,"""Välj det räknesätt som ska stå på den tomma raden så att likheten stämmer.\n\n\n$-10 \\ \\underline{\\hspace{0.5cm}}-5=-15$""","[""$+$""]","[""$-$""]",[9]
176,1362,670f7d3aeb5afe8d5f072b70,https://ucarecdn.com/dabb3739-2023-4286-bd8a-9a62f8aefbd5/,"Double-check how you divided the total length by the number of sides, because multiplying by 6 might not be the right approach.",24 * 6 = 4,"""Hur lång är sidan i en kvadrat om dess omkrets är 24 dm?""","[""6dm""]","[""4""]","[2, 3]"
177,1368,670f5e4d45ae3292b305615e,https://ucarecdn.com/81b83a99-7bdc-46f1-a365-e89f232b4f04/,Double-check how you add the partial products to make sure each digit is in the right place.,"100
*67
700
+6000
1300","""$67 \\cdot 100=$""","[""6700""]","[""1300""]","[16, 17, 18, 19]"
178,1375,670f5f58e81399cfb1d3b54e,https://ucarecdn.com/25a9e7df-843b-4d15-ad8f-ef68db0be60e/,"Double-check your subtraction step, as 500 minus 344 should be calculated differently.","173 + 120 + 51 = 344

500 - 344 = 066","""Ahmed har 500 legobitar. 173 bitar är blåa, 51 är gula, 120 är gröna, och resten är röda. Hur många bitar är röda?"". Problem image: Illustration av legobitar i fyra färger: blå, gul, grön och röd. Antalet av varje färg är inte angivet.","[""156""]","[""66""]","[24, 25, 26, 27, 28]"
179,1394,670f9ba60bd1a4677984eb91,https://ucarecdn.com/950e4304-e398-4667-a82e-3fc7d1dd3c82/,Take another look at your digit multiplication and alignment to make sure each step matches the setup.,"275
  6
------ 2
1443","""Beräkna med uppställning:\n\n$275\\cdot 6=$""","[""1650""]","[""1453""]","[6, 7, 8, 9, 10, 11, 12]"
180,1398,670fb180fe6d7613bd575ee0,https://ucarecdn.com/f061be49-a4b4-4490-9a81-54976018a3ec/,"Take another look at the step where you multiplied both sides after subtracting, as the numbers don't seem to match the original equation.","6/x + 3 = 12/x
-6/x 12 * 3 = 12/x * 12
x = 36","""Lös ekvationen. \n\n${\\Large\\frac{6}{x}}+3={\\Large\\frac{12}{x}}$""","[""x=2""]","[""x=36""]","[13, 14, 15, 16, 17, 18, 19]"
181,1402,670ed1b30555b46a31e194d3,https://ucarecdn.com/37b7ccac-d04e-4410-a2c4-a843cc14f683/,Double-check how you add fractions with different denominators before subtracting them from the whole.,"33+21=$\frac{54}{27}$
$\frac{23}{77}$=-","""Anna äter $\\Large\\frac{5}{11}$ av en brödlimpa på måndag morgon och $\\Large\\frac{3}{7}$ av hela brödlimpan på tisdag morgon. \n\nHur stor andel av limpan är kvar på onsdag morgon?"". Problem image: Ett tecknat bröd med två skivor ovanpå varandra.","[""[9/[77]]""]","[""[[23]/[77]]""]","[3, 4]"
182,1413,670f8116aa6ba98823e78d63,https://ucarecdn.com/2cad6ad9-3c30-4640-aee3-d65db590218a/,"It seems you divided by 2 after multiplying 8 and 7, so double-check if that division is really needed.",8 * 7 = 56 / 2,"""En rektangel har basen 8 centimeter och höjden 7 centimeter. \n\nBeräkna rektangelns area.""","[""56cm^[2]""]","[""28""]",[5]
183,1440,670fa0c8eba83c33e455527a,https://ucarecdn.com/a8af4e52-6123-4413-a441-900b7e156173/,"Take a closer look at how you calculated the partial product that gave you 60, since it might not match the multiplication required by the problem.","27
*40
-----
60
828","""Beräkna.\n\n$40\\cdot27=$""","[""1080""]","[""828""]","[7, 8]"
184,1448,670fad7f4416adbbc3bcbd2a,https://ucarecdn.com/544dbe07-b314-4116-9a56-300b39abba07/,Try rechecking how you reversed the subtraction and multiplication steps.,"x * 2 - 2 = 6
x = 6/2 = 3 + 2 = 5","""Lös ekvationen. \n\n$x \\cdot 2 - 2 = 6$""","[""x=4""]","[""5""]","[8, 9, 10, 11, 12, 13, 14, 15]"
185,1455,670fa41ca75252c2be8079fa,https://ucarecdn.com/4a6ace84-7b06-41c0-9d22-572a1cb1e669/,Check if you multiplied 5 by 6 correctly.,6(2x + 5) = 12x + 10,"""Vad ska stå i rutan för att likheten ska gälla?\n\n$6(2x + 5) = 12x +\\boxed{\\phantom{a}}$""","[""30""]","[""10""]",[8]
186,1456,6708e582f4d15d1efe53b902,https://ucarecdn.com/c79c1e31-51b8-41fa-a2c6-f25b15ee809e/,Check if you multiplied both numerators and denominators correctly without flipping any numbers.,2/3 * 1/3 = 2/1,"""${\\Large \\frac{2}{3}} \\cdot {\\Large \\frac{1}{3}} = $""","[""[2/9]""]","[""[2/1]""]","[9, 10]"
187,1459,670fa2f7bf665b7182a87195,https://ucarecdn.com/535cd274-2a61-483a-90ec-210fe72ae3e2/,Double-check that you're multiplying 319 by 2 correctly without mixing up the digits.,"819
2x
-----
1838","""En tröja kostar 319 kr.\n\nHur mycket kostar det om man köper 2 tröjor?"". Problem image: En blå tröja.","[""638kr""]","[""1838""]","[0, 1, 2, 3]"
188,1464,670f86a0e81399cfb1e0f9d4,https://ucarecdn.com/0e6cab79-6016-4c15-8d0e-cc33d1334d6c/,Double-check your subtraction steps to ensure you handled every digit and the decimal point correctly.,"10
15,4
9,3
----
4,1","""Vilket svar är bäst?\n\n${15{,}4} - {9{,}3} \\approx $""","[""6""]","[""4""]",[11]
189,1477,670fbf71937d76225e582c94,https://ucarecdn.com/c35d9a6e-f39d-42ca-8c79-3a32be38f3d0/,Remember to check that subtracting a negative number means adding its positive value.,"6 - (+2) = -4
","""$6 - (-2)  =$""","[""8""]","[""-4""]","[7, 8]"
190,1478,670f804245ae3292b3110602,https://ucarecdn.com/01a76e3d-19a5-438c-9911-d2abe9c2e860/,"Double-check how you converted 4/100 into a decimal, as it seems to differ from the equivalent parts in your solution.","$\frac{2}{5}=\frac{1}{5}=0.20.2:.40$
$\frac{4}{100} \frac{1}{25}$
$0.40$","""Vilka tal betyder samma andel?\n\n${\\Large \\frac{2}{5}} \\hspace{0.5cm} 0{,}25 \\hspace{0.5cm} 0{,}4 \\hspace{0.5cm}  {\\Large \\frac{4}{100}} \\hspace{0.5cm} {\\Large \\frac{4}{10}} $""","[""${\\Large \\frac{2}{5}}$"",""$0{,}4$"",""${\\Large \\frac{4}{10}}$""]","[""$0{,}4$"",""${\\Large \\frac{2}{5}}$"",""${\\Large \\frac{4}{100}}$"",""$0{,}25$""]","[15, 16, 17]"
191,1479,670f98b3aafae5660e4d1cf7,https://ucarecdn.com/2ec0b00a-d3a9-4584-8449-ee6c6d04809f/,Double-check how you convert both deciliters and centiliters into milliliters.,2 dl 5 cl = 150 ml,"""$2$ dl $5$ cl  $ = \\ \\underline{\\hspace{1cm}} $ ml""","[""250""]","[""150""]","[6, 7, 8]"
192,1483,67100440fa161106782845dc,https://ucarecdn.com/e0a405fc-a300-4ef2-a6d5-aa9b7e067b26/,Check if you placed the decimal point correctly when multiplying the numbers.,"8.6*0.6=86*6
86
*6
51,6
","""Beräkna.\n\n$8{,}6 \\cdot 0{,}6 = $""","[""5,16""]","[""51.6""]",[10]
193,1484,670f9165eba83c33e4509e7b,https://ucarecdn.com/3bbd00f8-e1c6-4048-8035-79199def88b2/,Check that you multiplied 1 by 2 and 8 by 3 correctly instead of mixing up the numbers.,1/8 * 2/3 = 1/19,"""Beräkna och svara i bråkform.\n\n$\\Large\\frac{1}{8}$ $\\cdot$ $\\Large\\frac{2}{3}$ $=$""","[""[2/[24]]""]","[""[1/9]""]","[8, 9]"
194,1495,670f7a51eb5afe8d5f06090a,https://ucarecdn.com/e56a9533-3b8e-453f-b9b3-322a0404516e/,Double-check that you subtract the right numbers with their decimals correctly.,"5,7-1,7=40","""Vilket tal fattas?"". Problem image: Två horisontella rektanglar uppdelade i sektioner. Den övre rektangeln har ett tal 5,7 och den undre rektangeln är uppdelad i två kvadrater; den första kvadraten visar talet 1,1 och den andra kvadraten har ett frågetecken.","[""4,6""]","[""40""]","[2, 3]"
195,1498,670fe13c69c7af1ca6b88821,https://ucarecdn.com/50ead596-bfd5-4a72-baf8-dcfe4997e5df/,Double-check if you should divide the total volume by the bottle size instead of multiplying them.,2 * 1/2 = 2/2,"""Hur många flaskor behövs det om man ska hälla $2$ liter vatten i flaskor som rymmer $\\Large \\frac{1}{2}$ liter?""","[""4""]","[""2""]","[0, 1, 2, 3, 4]"
196,1499,670fba19937d76225e568a9a,https://ucarecdn.com/fe9ba29c-4b1d-41fa-8cef-9cb30fbefd1c/,"Remember to do the multiplication before subtracting, so check if your steps match the order of operations.","100
-49
=061. 61
*2
=122","""Beräkna. \n\n$100-49\\cdot2  = $""","[""2""]","[""122""]","[0, 1, 2, 3, 4, 5]"
197,1507,670f74cb937d76225e414414,https://ucarecdn.com/94ce8b8b-644d-43fd-ba6a-6c2a9ba98c25/,"It seems like your final answer doesn't match the division step you performed, so please double-check that calculation.","15+2y=29
29-15=14
14/2=8","""Skriv det tal som saknas.\n\n$x=5$\n\n$y=?$\n\n$3x+2y=29$""","[""7""]","[""8""]",[19]
198,1508,670f74138b32d2ba3efbe4f9,https://ucarecdn.com/015b95da-d094-46c6-b04d-7c9cfb2d98fc/,"It seems you subtracted instead of adding, so please double-check how you combined the fractions.",2/5 - 1/5 = 1/5,"""Beräkna.\n\n${\\Large\\frac{2}{5}}+{\\Large\\frac{1}{5}}=$""","[""[3/5]""]","[""[1/5]""]",[4]
199,1515,670fac10c822f8793eb60f10,https://ucarecdn.com/8082af94-d164-4cdb-b2a3-931ad9ca1a22/,"Check your multiplication for the screws, and see if you calculated that cost correctly.",21+14=35,"""En spik kostar $7$ kr. En skruv kostar också $7$ kr. Hur mycket kostar 3 spikar och 4 skruvar?"". Problem image: Bilden visar två objekt. Till vänster är en spik och till höger är en skruv. Inga antal eller priser är angivna på bilden.","[""49kr""]","[""35""]","[0, 1, 2, 3, 4, 5]"
200,1523,6708f36da99d2718d360b1bb,https://ucarecdn.com/a24dd9fe-e945-43ed-87b5-5d90d0546e03/,Take a closer look at how you broke down 0.6 into parts and whether you multiplied each part by 24 correctly.,"0.5+0.1*24
  24.0
-0.5
120.0+0.1=120.1","""Vilket tal är ungefär lika med $24\\ \\cdot 0{,}6$?\n\n*Välj ditt svar.*""","[""14""]","[""124""]","[16, 17, 18]"
201,1543,670f6a9b434217726edfa302,https://ucarecdn.com/e79672b9-78ce-49e9-bfe0-17df65effb4c/,Double-check your multiplication; does 4 times 6 really equal 32?,"4 * 6 = 32
","""$4$ apelsiner behövs för att göra $1$ glas apelsinjuice. Hur många apelsiner behövs för att göra $6$ glas apelsinjuice?""","[""24""]","[""32""]","[4, 5]"
202,1558,670e500a3929845cb324e90e,https://ucarecdn.com/45d2a67f-4994-4937-9399-8e1dab5dc95a/,"Double-check that you swapped the tens digit with the hundredths digit, not another pair.",143.25 - 123.45 = 19.80,"""Hur mycket större blir talet $123{,}45$ om tiotalssiffran och hundradelssiffran byter plats?""","[""29,97""]","[""19,80""]","[20, 21, 22, 23]"
203,1563,670f8b21eba83c33e44eda11,https://ucarecdn.com/a89f406e-10c0-48d2-b4d0-26b2b8d71249/,Double-check that you multiplied both the top and bottom by 5 instead of using an extra number in your calculation.,$4 \frac{1}{9} \cdot 5 = \frac{5}{7}$,"""Förläng bråket med $5$.\n\n${\\Large\\frac{1}{9}}=$""","[""[5/[45]]""]","[""[5/9]""]","[8, 9, 10]"
204,1572,670913011fed23fde914305b,https://ucarecdn.com/4b84a5a2-ef79-48f8-a4ff-b0921ec3dc43/,Double-check that you're using the formula for a half circle rather than a full circle for the curved edge.,3⋅2=6⋅3.14=,"""Bestäm figurens omkrets. Använd $\\pi \\approx 3{,}14$ och avrunda till en tiondels centimeter."". Problem image: En halvcirkel som är ansluten till en rektangel. Halvcirkelns radie är 3 cm. Inga vinklar eller andra dimensioner anges.","[""10,7cm""]","[""19""]","[4, 5, 6, 7, 8, 9]"
205,1574,670f9997937d76225e4d0d50,https://ucarecdn.com/f8faa2c3-4410-4bcd-a432-f10691c6e467/,Try reviewing if you used subtraction instead of division in your solution.,$\frac{10}{2}=5$,"""Vilken är differensen av talen $10$ och $2$?""","[""8""]","[""5""]","[0, 1, 2, 3]"
206,1583,670f8646e81399cfb1e0daee,https://ucarecdn.com/d295ee9d-187b-4803-90f2-5588d04fc41d/,Remember to divide the part by the whole instead of subtracting them to find the percentage.,1295-340=755,"""Hur många hela procent är $340$ kr av $1\\ 295$ kr?""","[""26%""]","[""755""]",[5]
207,1588,670f693245ae3292b308dbd6,https://ucarecdn.com/a1b495af-67aa-4343-9a91-b36e6bc0a0f1/,Check that you actually subtract both digits in each column instead of keeping the top number unchanged.,48 - 21 = 48,"""Beräkna.\n\n $48 - 21=$"". Problem image: En tabell indelad i två rader och tre kolumner för att visa subtraktionen av två tal. Första raden visar siffran 4 följt av 8. Andra raden visar tecknet minus och siffran 2 följt av 1, under raden med 48.","[""27""]","[""41""]","[6, 7, 8, 9]"
208,1597,670f866d937d76225e476e15,https://ucarecdn.com/49e3c3e7-7bd2-425c-80d7-2b97ca9a21c7/,Double-check how you added the ones column and handled the carry to make sure it matches the addition in the problem.,"452
167
65
---
683
11
","""$167 + 65 + 452=$""","[""684""]","[""683""]","[9, 10, 11, 12, 13, 14]"
209,1598,670f9a88a75252c2be7d74dd,https://ucarecdn.com/bda5f68c-6745-4dce-a170-600f52fa31f4/,Check if you added each of the five equal sides correctly since it seems some numbers may have been combined in the wrong way.,1+2=6,"""Vad är femhörningens omkrets?"". Problem image: En enkel bild av en regelbunden femhörning med länkar markerade som 2 cm på alla sidor.","[""10cm""]","[""6""]","[0, 1, 2]"
210,1634,671019ef9d9c6081aaf49aeb,https://ucarecdn.com/f8d7c087-0655-40be-a9a8-d545368a1de0/,"Double-check how you multiplied and simplified your fractions, especially making sure you use 3/5 and 2/3, not 3/15 and 2/15.",3/15 * 2/15 = 6/15 = 5/53,"""Beräkna. Förkorta om det går. \n\n${\\Large \\frac{3}{5}} \\cdot {\\Large \\frac{2}{3}} = $""","[""[2/5]""]","[""[5/3]""]","[1, 2, 3, 4, 5, 6, 7, 8]"
211,1641,670f8655937d76225e4765f8,https://ucarecdn.com/88690b1d-9b21-41bd-8013-35ae8a5da1a9/,Remember to check if your fraction can be simplified further by finding a common divisor for both the top and bottom.,$\frac{25/5}{100/5} = \frac{5}{20}$,"""Skriv andelen som bråk. Förkorta sedan så långt som möjligt.\n\n$25\\ \\%=$""","[""[1/4]""]","[""[5/[20]]""]","[10, 11, 12, 13, 14]"
212,1642,670fa2480bd1a46779871610,https://ucarecdn.com/4b3ff221-fa73-4e29-a936-e5cfb89c00c9/,Double-check how many 20-minute intervals fit into two hours.,5 * 7 = 35 * 2 = 70,"""Ahmet extrajobbar på en biograf och säljer sju biljetter var 20:e minut.\n\nHur många biljetter säljer han på två timmar?""","[""42""]","[""70""]","[0, 1]"
213,1648,670fbd4a937d76225e577d65,https://ucarecdn.com/48c7c23d-8cc4-4586-a5a2-6ab80d6bfc5f/,"Check how many zeros you add when multiplying by a power of ten, and make sure you include all of them.",9 * 10^4 = 9000,"""Skriv talet utan tiopotens. \n\n$9 \\cdot 10^4$""","[""90000""]","[""9000""]","[6, 7, 8, 9]"
214,1655,670f9007eba83c33e4503173,https://ucarecdn.com/7265d099-daac-4b38-ae77-b41b9c3072b8/,Double-check that you copied each number exactly as given in the problem description.,16 + 23 + 15 + 29 = 52,"""En godispåse innehåller $18$ polkagrisar, $15$ karameller och $29$ klubbor. \n\nHur många godisbitar finns i påsen?""","[""62""]","[""52""]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
216,1678,670902eb7c722c0076c3358d,https://ucarecdn.com/d1f21f4d-7ff3-494c-8cdd-b7078fe02cea/,Take another look at the shapes to make sure you count all cards that show a four-corner shape.,5  100/5=20%,"""Robin har fem kort som visar olika former. Han blandar korten och tar slumpvis ett kort. \n\nHur stor är sannolikheten i procent att han tar ett kort med en fyrhörning?"". Problem image: Fem kort i en rad. Varje kort visar en enkel form: en cirkel, en pentagon, en triangel, en rektangel och en kvadrat.","[""40%""]","[""20%""]","[1, 2, 3, 4]"
217,1680,670f66c8434217726ede9805,https://ucarecdn.com/89eec5a0-003b-4cab-8d18-b41371998c92/,Take another look at whether adding 7 to 114 truly represents all the student groups mentioned in the problem.,114+7=121,"""Lundaskolan är en liten F-$5$ skola där $77$ elever går i klasserna F-$2$. I trean, fyran och femman går det totalt $114$ elever. Hur många elever finns det sammanlagt på skolan?""","[""191""]","[""121""]",[4]
218,1704,670f8541434217726ee8d697,https://ucarecdn.com/f7770699-14b5-4fb5-ac94-76afe3c5f89b/,Review how subtraction works in this problem instead of adding the numbers together.,131+76=207,"""Vilket tal är $x$?\n\n$131 - x = 76$""","[""x=55""]","[""207""]","[3, 4]"
219,1714,6709195bfae1558a24f83c63,https://ucarecdn.com/3b36501d-3df1-447d-a6be-3cf8c4a74499/,Double-check whether each piece you calculated represents the full cake or only a part of it.,"5⋅3=15
15−13=2","""13 barn ska dela på tre tårtor. Tårtorna delas in i femtedelar. Alla barn får exakt lika mycket. Hur stor andel av en hel tårta blir över?""","[""[2/5]""]","[""2""]","[3, 4, 5]"
220,1719,671005719d9c6081aaeea320,https://ucarecdn.com/9066bdbc-0c3f-4398-bf6d-92715a204d4a/,Double-check your fraction addition and subtraction steps to make sure you used the correct numbers from the problem.,"(7x)/21 + 9/21 - 9/21 = 7/21

(7x)/21 = 7/21 - 9/21","""Lös ekvationen. Svara i bråkform.\n\n${\\Large\\frac{2x}{6}}+{\\Large\\frac{3}{7}}={\\Large\\frac{1}{3}}$""","[""x=-[2/7]""]","[""-8""]","[0, 1, 2, 3, 4, 5, 6]"
221,1743,670ebf93ad3e3ece7de02ab8,https://ucarecdn.com/106b9863-6313-4eed-aea3-8d428c3947d8/,Remember to multiply both parts of the equation by (x+2) so that every term is correctly handled.,"(8x-2)/(x+2) +1 = 6
(8x-2)/(x+2) = 5
8x - 2 = 5
","""Lös ekvationen. \n\n${\\Large\\frac{8x\\ -\\ 2}{x\\ +\\ 2}}+1=6$""","[""x=4""]","[""0,75""]","[25, 26]"
222,1757,670cbd03a080eb74cee66af7,https://ucarecdn.com/5cb653bf-45e4-4741-8483-c21dfdaacd45/,"Double-check how you calculated the total cookies given out, paying extra attention to including both the teacher and each student.","40
-29
=11","""Lejla har bakat 40 kakor åt klassen. I klassen är det 15 elever och en lärare. Varje elev får två kakor och läraren får en. \n\nHur många kakor har Lejla kvar efter fikat?""","[""9""]","[""11""]","[3, 4]"
223,1761,671016ed9e0aa4e1b02e37f7,https://ucarecdn.com/bede278b-942c-4b37-8a52-657b507dca1b/,Double-check how you handled the minus sign in front of the parentheses.,"10x + 6 = 74
68","""Lös ekvationen.\n\n$13x - (3x + 6) = 74$""","[""x=8""]","[""6,8""]","[3, 4]"
224,1775,670f7aef03162e72bf5c7ded,https://ucarecdn.com/c44a02af-9a01-4e1a-a236-8011d2be384a/,Take a closer look at subtracting the tenths to see if you set up the subtraction correctly.,"6,8 -2,3 =4,6","""Beräkna. \n\n$6{,}8 - 2{,}3=$"". Problem image: Bilden visar en uppställning av subtraktion med två tal. Talfältet är uppdelat i en tabell med två rader och två kolumner, separerade av ett horisontellt blått streck. I den övre raden finns talen 6,8 och i den nedre raden under strecket finns talen 2,3.","[""4,5""]","[""4,6""]",[6]
225,1785,670e93daf9e5b3e87398497b,https://ucarecdn.com/0aff7ae0-14cc-436c-a575-cc33c0c69219/,Re-check the number you used for the price of one bowl—it might be different from what's given in the problem.,7 * 8 = 56,"""En liten skål med nudlar kostar $9$ kr. Hur mycket kostar $8$ såna skålar?"". Problem image: A bowl of noodles.","[""72kr""]","[""56kr""]",[3]
226,1786,670f8d02434217726eeb1cfc,https://ucarecdn.com/8417be00-038f-409a-8fcf-81cb200907db/,Take another look at how you rounded the numbers before subtracting.,10-10=0,"""Avrunda till heltal och beräkna med överslagsräkning.\n\n$14{,}8-13{,}9 \\approx$""","[""1""]","[""0""]","[0, 1, 2, 3, 4]"
227,1787,670ff96bfa161106782492f7,https://ucarecdn.com/806815a4-89b9-4656-be3d-553cd16141d9/,Review your last step to ensure you're adding the constant correctly when solving for x.,"$\frac{16}{(x-1)} - 4 = 4$
$\frac{16}{x-1} = 4+4$
$\frac{16}{x-1} = 8 (x \cdot 1)$
$16 = 8 (x-1)$
$\frac{16}{8} = \frac{8(x-1)}{8}$
$2 = x-1$
$x = -1-2$
$x = -3$
$x=-3$","""Lös ekvationen. \n\n${\\Large\\frac{16}{(x\\ - \\ 1)}}-4=4$""","[""x=3""]","[""-3""]","[20, 21, 22]"
228,1831,670f76f303162e72bf5aea65,https://ucarecdn.com/9d4a9cc4-87cc-4937-8510-f6db2adeeee0/,Se över subtraktionens ordning: börja med det totala antalet kakor och ta bort det Alexandra köper.,16 = 6 - 20,"""Ett bageri bakar $20$ kakor. Alexandra köper $6$ av dem.\n\nHur många kakor har bageriet kvar nu?"". Problem image: A baker standing beside a rack filled with bread.","[""14""]","[""16""]","[0, 1, 2, 3, 4]"
229,1839,670f9948eba83c33e4530915,https://ucarecdn.com/18b3e37b-a59b-44f1-a857-44c96a0fe2b9/,Check if you accidentally added an extra number that wasn’t meant to be there.,7+2+8,"""Beräkna.\n\n$7+2=$""","[""9""]","[""8""]","[5, 6, 7]"
230,1840,670f8096e81399cfb1df2dff,https://ucarecdn.com/3160aeb0-c492-46d2-8f90-b7fec09e517d/,Double-check if you should subtract 31 instead of adding it when isolating x.,"31+7=38
38/4=19/2=8
^9","""Lös ekvationen. \n\n$7=31-4x$""","[""x=6""]","[""x=9""]","[0, 1, 2, 3]"
231,1850,670fd4bc9d9c6081aadf7523,https://ucarecdn.com/84da9a14-085d-458a-a4c1-1c23593a5a9f/,Remember to double-check the subtraction rule in Roman numerals when a smaller numeral comes before a larger one.,"100
+ 10
= 112","""Vilket tal skrivs med romerska siffror som XCI? \n\nI = 1\n\nV = 5\n\nX = 10\n\nL = 50\n\nC = 100""","[""91""]","[""112""]","[0, 1, 2, 3, 4, 5, 6]"
232,1853,670f698645ae3292b308f3d3,https://ucarecdn.com/966efde9-0ebc-4d04-8a24-400d431c62ca/,Double-check how you subtracted the tens and ones to see if any digits were mixed up.,152-34=122,"""Visa hur du löser uppgiften.\n\n$152-34=$""","[""118""]","[""122""]","[7, 8, 9]"
233,1859,6708e12cb15b3ff1783c0419,https://ucarecdn.com/6af8249a-de04-48b0-b787-87956eff0f1c/,Double-check how you removed the parentheses and combined the like terms in each step.,"10x - 8x = 10 - 9
2x = 1
10x - 18 = 8x - 9","""Lös ekvationen. \n\n$(8x-5)-(2x-7)=2(4x-9)$""","[""x=10""]","[""8""]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
234,1867,670ff9c19d9c6081aaea87ec,https://ucarecdn.com/4a441777-64c9-4ea7-be4f-87f4402b5371/,Double-check that you have replaced every instance of x with 3 before multiplying to find the area.,"5x
O=20x
x=3
5x * 5x = 25x
","""En kvadrat har omkretsen $20x$.\n\nVad är kvadratens area om $x =$ 3 cm?""","[""225cm^[2]""]","[""25x""]","[14, 15]"
235,1871,670f624b434217726edd0eb1,https://ucarecdn.com/9eed66c3-6c2e-4be6-a122-c4fb414961fb/,Check the placement of the decimal point to ensure you are multiplying the numbers correctly.,"3,1
* 4
-------
10,4","""Beräkna $3{,}1\\cdot 4$ med uppställning.""","[""12,4""]","[""10,4""]","[6, 7, 8, 9]"
236,1876,670fe31769c7af1ca6b917e5,https://ucarecdn.com/84cbbbc5-75ab-4042-a58b-d058fcc54bf5/,"It looks like you added the numbers instead of subtracting them; try reviewing which operation shows ""how much more"".","32 # 27 = 59

32
+27
59
","""Klaras hund väger $32$ kg. Noras hund väger $27$ kg.\n\nHur mycket mer väger Klaras hund?""","[""5kg""]","[""59kg""]",[24]
